[2020.04.06 12:11:00:707] EVENT,      get parameter (from 10014) lastaltporttousecfg=0 {36} [5930]
[2020.04.06 12:11:00:707] EVENT,      get parameter (from 10014) lastaltportchangeday=-2 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) prevaltportused=0 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) finaltransport=0 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) mserverfound=0 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) checkedwidebandok=0 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) oldsignalingport=14292 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) systemsockproxywasset=0 {36} [5930]
[2020.04.06 12:11:00:709] EVENT,      get parameter (from 10014) aecwascached=2 {36} [5930]
[2020.04.06 12:11:00:710] EVENT,      get parameter (from 10014) lastrtpportsaved=14294 {36} [5930]
[2020.04.06 12:11:00:710] EVENT,      get parameter (from 10014) lastserverrtpport=0 {36} [5930]
[2020.04.06 12:11:00:710] EVENT,      get parameter (from 10014) lastcfgfileversion=87 {36} [5930]
[2020.04.06 12:11:00:710] EVENT,      get parameter (from 10014) sendvideoonrec=1 {36} [5930]
[2020.04.06 12:11:00:710] EVENT,      get parameter (from 10014) presenceuserlist=,+, {36} [5930]
[2020.04.06 12:11:00:711] EVENT,      get parameter (from 10014) excontactlist=,+, {36} [5930]
[2020.04.06 12:11:00:711] EVENT,      get parameter (from 10014) blockedpresenceuserlist=,+, {36} [5930]
[2020.04.06 12:11:00:711] EVENT,      get parameter (from 10014) serverload=1 {36} [5930]
[2020.04.06 12:11:00:712] EVENT, set server load: 1 {36} [5930]
[2020.04.06 12:11:00:712] EVENT,      get parameter (from 10014) pushnotifications3=-1 {36} [5930]
[2020.04.06 12:11:00:712] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {36} [5930]
[2020.04.06 12:11:00:713] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {36} [5930]
[2020.04.06 12:11:00:713] EVENT,      get parameter (from 10014) pushnotifications=-1 {36} [5930]
[2020.04.06 12:11:00:713] EVENT,read config file D:\My Project\SIP_FELGDENT\mwphonedata\u87wpcfg.dat (211) {36} [5930]
[2020.04.06 12:11:00:713] EVENT,config version 7000187 [wpmain] {36} [5930]
[2020.04.06 12:11:00:713] EVENT,config read 69 [wpmain] {36} [5930]
[2020.04.06 12:11:00:731] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {36} [5930]
[2020.04.06 12:11:00:731] EVENT,      get parameter (from 100111) password=***** {36} [5930]
[2020.04.06 12:11:00:731] EVENT,serveraddrlst2: a (75149):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) lasthasfcm=0 {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) pushnotifications=-1 {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) audiodevicein=Default {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) audiodeviceout=Default {36} [5930]
[2020.04.06 12:11:00:732] EVENT,      get parameter (from 10014) audiodevicering=Default {36} [5930]
[2020.04.06 12:11:00:772] EVENT,serveraddrlst12: a (112):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {36} [5930]
[2020.04.06 12:11:00:772] EVENT,      get parameter (from 10014) pastmaxcallcount=0 {36} [5930]
[2020.04.06 12:11:00:773] EVENT,      get parameter (from 10014) presenceuserlist=,+, {36} [5930]
[2020.04.06 12:11:00:774] EVENT,      get parameter (from 10014) excontactlist=,+, {36} [5930]
[2020.04.06 12:11:00:774] EVENT,      get parameter (from 10014) askforwhitelist=1 {36} [5930]
[2020.04.06 12:11:00:774] EVENT,      get parameter (from 10014) runservice=-1 {36} [5930]
[2020.04.06 12:11:00:774] EVENT,      get parameter (from 10014) scheduledwakeup=1 {36} [5930]
[2020.04.06 12:11:00:776] EVENT, try to load js [wpmain] {36} [5930]
[2020.04.06 12:11:00:777] EVENT, upper server set0 to   {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 100111) username=JSSIP {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 10064) sipusername=JSSIP {36} [5930]
[2020.04.06 12:11:00:777] EVENT,      get parameter (from 100111) username=JSSIP {36} [5930]
[2020.04.06 12:11:00:778] EVENT,      get parameter (from 10064) sipusername=JSSIP {36} [5930]
[2020.04.06 12:11:00:778] EVENT,sipusername (auth) is JSSIP [wpmain] {36} [5930]
[2020.04.06 12:11:00:778] EVENT,username (callerid) is JSSIP [wpmain] {36} [5930]
[2020.04.06 12:11:00:778] EVENT,callto is  + [wpmain] {36} [5930]
[2020.04.06 12:11:00:778] EVENT, lccccc trigger txr [wpmain] {36} [5930]
[2020.04.06 12:11:00:778] EVENT, lccccc trigger xr {36} [5930]
[2020.04.06 12:11:00:778] EVENT, lccccc trigger 10 {36} [5930]
[2020.04.06 12:11:00:778] EVENT,      get parameter (from 10014) allcallcount=17 {36} [5930]
[2020.04.06 12:11:00:778] EVENT,      get parameter (from 10014) allsucccallcount=1 {36} [5930]
[2020.04.06 12:11:00:778] EVENT,      get parameter (from 10014) lastcodecused=8 {36} [5930]
[2020.04.06 12:11:00:779] EVENT,      get parameter (from 10014) audiodevicehash=8710 {36} [5930]
[2020.04.06 12:11:00:779] EVENT,      get parameter (from 10014) audiodevicehash2=8710 {36} [5930]
[2020.04.06 12:11:00:779] EVENT, autovalues aec: 2, aecfast: 1, aecnative: 1, aecorig: 1, agc: 2, denoise: 3, plc: true [wpmain] {36} [5930]
[2020.04.06 12:11:00:779] WARNING,disabling codec g729 because cannot load [wpmain] {36} [5930]
[2020.04.06 12:11:00:779] EVENT,      get parameter (from 100111) password=***** {36} [5930]
[2020.04.06 12:11:00:787] EVENT,JVoIP init finished2 [wpmain] {36} [5930]
[2020.04.06 12:11:00:787] EVENT, conncurrent instances in the same classloader: 1 {36} [5930]
[2020.04.06 12:11:00:787] EVENT,main thread started [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,JVoIP start 7.6.19061 [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,afterstart event [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,app version: 7.6.19061 6/13/2019 11:56:20 [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,app type: 3 [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,codebase: null [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,docbase: null [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT,archive:  [wpmain] {36} [5930]
[2020.04.06 12:11:00:788] EVENT, startup wpapi a {36} [5930]
[2020.04.06 12:11:00:792] EVENT, wpapiconnectport set to g0 19421 19421 [wpapi] {36} [5930]
[2020.04.06 12:11:00:792] EVENT,start thread wpapi 42 {42} [5930]
[2020.04.06 12:11:00:792] EVENT,set priority to service from wpapi {42} [5930]
[2020.04.06 12:11:00:794] EVENT,wpapi udp listen on 19422 [wpapi] {42} [5930]
[2020.04.06 12:11:00:794] EVENT, wpapiconnectport get at gx 19421 19421 [wpapi] {42} [5930]
[2020.04.06 12:11:00:794] EVENT, wpapiconnectport set to g4 19421 19421 [wpapi] {42} [5930]
[2020.04.06 12:11:00:795] EVENT, wpapi started successfully 3 [wpapi] {42} [5930]
[2020.04.06 12:11:00:795] EVENT,NOTIFICATION_XRSS,START,api {42} [5930]
[2020.04.06 12:11:00:795] EVENT,resending cached notifications [wpapi] {42} [5930]
[2020.04.06 12:11:00:795] EVENT, api notification sent a 0 0 19422 19421 {42} [5930]
[2020.04.06 12:11:00:830] EVENT,temp network interface address is 127.0.0.1 (with server: 46.105.182.20) {36} [5930]
[2020.04.06 12:11:00:831] EVENT,serveraddrlst32: a (11998):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {36} [5930]
[2020.04.06 12:11:00:831] EVENT,temp network interface address is 192.168.55.101 (with server: 46.105.182.20) {36} [5930]
[2020.04.06 12:11:00:831] EVENT,local ip is 192.168.55.101 {36} [5930]
[2020.04.06 12:11:00:831] EVENT, need for stun natcheck because server ip 46.105.182.20 46.105.182.20 {36} [5930]
[2020.04.06 12:11:00:831] EVENT,retry jsobj load [wpmain] {36} [5930]
[2020.04.06 12:11:00:831] EVENT, try to load js [wpmain] {36} [5930]
[2020.04.06 12:11:00:831] EVENT,NOTIFICATION_XRSS,START,api {36} [5930]
[2020.04.06 12:11:00:831] EVENT,afterstart natcheck 1 192.168.55.101 46.105.182.20 46.105.182.20 [wpmain] {36} [5930]
[2020.04.06 12:11:00:832] EVENT,afterstart autostart [wpmain] {36} [5930]
[2020.04.06 12:11:00:832] EVENT,direct call URI parsing is not enabled c  [wpmain] {36} [5930]
[2020.04.06 12:11:00:832] EVENT, set called ext i to + [wpmain] {36} [5930]
[2020.04.06 12:11:00:832] EVENT,start thread natcheck 43 {43} [5930]
[2020.04.06 12:11:00:833] EVENT,first routepath set to 46.105.182.20 46.105.182.20 5060 as user JSSIP [wpmain] {36} [5930]
[2020.04.06 12:11:00:833] EVENT,save settings wpb [wpmain] {36} [5930]
[2020.04.06 12:11:00:833] EVENT,udp nat bind to port 14292 (byf: 4) {43} [5930]
[2020.04.06 12:11:00:833] EVENT,save settings wp [wpmain] {36} [5930]
[2020.04.06 12:11:00:833] EVENT,write file D:\My Project\SIP_FELGDENT\mwphonedata\u87wpcfg.dat (207) {36} [5930]
[2020.04.06 12:11:00:833] EVENT,config saved 207 [wpmain] {36} [5930]
[2020.04.06 12:11:00:833] EVENT,starting sip stack [wpmain] {36} [5930]
[2020.04.06 12:11:00:835] EVENT,waiting for mediaench to load and init {43} [5930]
[2020.04.06 12:11:00:835] EVENT,start thread mediaench 44 {44} [5930]
[2020.04.06 12:11:00:836] EVENT,set priority to service from mediaench1 {44} [5930]
[2020.04.06 12:11:00:836] EVENT,mediaench thread start [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:836] EVENT,mediaench and aec load from system mediaench2x64 [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:837] WARNING, catch on loadlib from local m no mediaench2x64 in java.library.path {44} [5930]
[2020.04.06 12:11:00:837] EVENT,mediaench and aec load from system failed. load from local path... [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:837] EVENT,checking exact file path D:\My Project\SIP_FELGDENT [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:838] EVENT,mediaench and aec load from local failed. load from web... [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:838] EVENT,mediaench load from web starting... [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:838] EVENT,mediaench load from web checking file cache1 D:\My Project\SIP_FELGDENT\mwphonedata\mediaench2x64870.dll [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:840] EVENT,mediaench load from web load from file cache1 D:\My Project\SIP_FELGDENT\mwphonedata\mediaench2x64870.dll [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:841] EVENT,mediaench loaded1 from D:\My Project\SIP_FELGDENT\mwphonedata\mediaench2x64870.dll [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:842] EVENT,mediaench vx found 21 [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:842] EVENT,upnp port assigment failed -3 {44} [5930]
[2020.04.06 12:11:00:842] EVENT,mediaench thread stop with succ 21 [mediaench 0] {44} [5930]
[2020.04.06 12:11:00:842] EVENT,set priority to min from mediaench122 (idle: false) {44} [5930]
[2020.04.06 12:11:00:851] EVENT,creating sip stack [mt: 0] {36} [5930]
[2020.04.06 12:11:00:852] EVENT,starting sip stack 2 ... [wpmain] {36} [5930]
[2020.04.06 12:11:00:852] EVENT,starting sip stack 3 ... [wpmain] {36} [5930]
[2020.04.06 12:11:00:893] EVENT,sip stack initiated [wpmain] {36} [5930]
[2020.04.06 12:11:00:894] EVENT,afterstart event finished [wpmain] {36} [5930]
[2020.04.06 12:11:00:894] EVENT,start thread MainThread 45 {45} [5930]
[2020.04.06 12:11:00:894] EVENT,sip stack run start... [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:894] EVENT,sip stack run on 192.168.55.101 [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:894] EVENT,sipstack initialising... [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:894] EVENT,sipstack initialising b... [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:894] EVENT,local signaling port using oldsignalingport 14292 [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:895] EVENT, first tick no [wpmain] {36} [5930]
[2020.04.06 12:11:00:895] EVENT,opening audio device form [wpmain] {36} [5930]
[2020.04.06 12:11:00:897] EVENT, autotransportdetect=no, usetunneling=1 [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:897] EVENT, check mep call state [mt: 39275] {34} [5930]
[2020.04.06 12:11:00:897] EVENT,apicall API_Call_Now -1,48795747847 [wpmain] {34} [5930]
[2020.04.06 12:11:00:898] EVENT,NOTIFICATION_XRSS,STATUS,-1,Starting call to 48795747847 {34} [5930]
[2020.04.06 12:11:00:898] EVENT,network status is CONNECTED 122 122 {34} [5930]
[2020.04.06 12:11:00:898] EVENT,network status is CONNECTED {34} [5930]
[2020.04.06 12:11:00:899] EVENT,start thread inetcheck 47 {47} [5930]
[2020.04.06 12:11:00:899] EVENT,set priority to min from inetcheck1 (idle: false) {47} [5930]
[2020.04.06 12:11:00:900] EVENT,direct call URI parsing is not enabled c 48795747847 [wpmain] {34} [5930]
[2020.04.06 12:11:00:900] EVENT, set called ext i to 48795747847 [wpmain] {34} [5930]
[2020.04.06 12:11:00:900] EVENT,first routepath set to 46.105.182.20 46.105.182.20 5060 as user JSSIP [wpmain] {34} [5930]
[2020.04.06 12:11:00:901] EVENT,save settings wpb [wpmain] {34} [5930]
[2020.04.06 12:11:00:901] EVENT,save settings wp [wpmain] {34} [5930]
[2020.04.06 12:11:00:901] EVENT,write file D:\My Project\SIP_FELGDENT\mwphonedata\u87wpcfg.dat (217) {34} [5930]
[2020.04.06 12:11:00:901] EVENT,config saved 217 [wpmain] {34} [5930]
[2020.04.06 12:11:00:901] EVENT,NOTIFICATION_XRSS,STATUS,-1,Call {34} [5930]
[2020.04.06 12:11:00:901] EVENT,NOTIFICATION_XRSS,STATUS,-1,Connecting... {34} [5930]
[2020.04.06 12:11:00:902] EVENT,reg state changed from [failed-2] to [working unknown] () {34} [5930]
[2020.04.06 12:11:00:936] EVENT,mediaench upnp ok 5 0 {43} [5930]
[2020.04.06 12:11:00:936] EVENT,check ip for mnt.mizu-voip.com from 0 {43} [5930]
[2020.04.06 12:11:00:936] EVENT, a dns record request for mnt.mizu-voip.com fromcode: 0 {43} [5930]
[2020.04.06 12:11:00:937] EVENT, a dns lookup for mnt.mizu-voip.com with 3000 msec timeout fromcode: 0 {43} [5930]
[2020.04.06 12:11:00:937] EVENT,start thread MAsyncTask 48 {48} [5930]
[2020.04.06 12:11:00:937] EVENT,async task start 8 {48} [5930]
[2020.04.06 12:11:00:938] EVENT,check A record for mnt.mizu-voip.com fromcode: 0 {48} [5930]
[2020.04.06 12:11:00:939] EVENT,async task dns a finished for mnt.mizu-voip.com: 148.251.28.180 {48} [5930]
[2020.04.06 12:11:00:940] EVENT,async task 8 finished in 1 msec {48} [5930]
[2020.04.06 12:11:00:940] EVENT,      get parameter (from 10014) dnscache_domain0=mnt.mizu-voip.com {43} [5930]
[2020.04.06 12:11:00:940] EVENT,      get parameter (from 10014) dnscache_ip0=148.251.28.180 {43} [5930]
[2020.04.06 12:11:00:940] EVENT,      get parameter (from 10014) dnscache_domain1=voipserver.mizu-voip.com {43} [5930]
[2020.04.06 12:11:00:941] EVENT,      get parameter (from 10014) dnscache_ip1=148.251.28.179 {43} [5930]
[2020.04.06 12:11:00:941] EVENT,check ip for voipserver.mizu-voip.com from 0 {43} [5930]
[2020.04.06 12:11:00:941] EVENT, a dns record request for voipserver.mizu-voip.com fromcode: 0 {43} [5930]
[2020.04.06 12:11:00:941] EVENT, a dns lookup for voipserver.mizu-voip.com with 3000 msec timeout fromcode: 0 {43} [5930]
[2020.04.06 12:11:00:941] EVENT,start thread MAsyncTask 49 {49} [5930]
[2020.04.06 12:11:00:941] EVENT,async task start 8 {49} [5930]
[2020.04.06 12:11:00:941] EVENT,check A record for voipserver.mizu-voip.com fromcode: 0 {49} [5930]
[2020.04.06 12:11:00:942] EVENT,async task dns a finished for voipserver.mizu-voip.com: 148.251.28.179 {49} [5930]
[2020.04.06 12:11:00:943] EVENT,async task 8 finished in 2 msec {49} [5930]
[2020.04.06 12:11:00:944] EVENT,local ip is 192.168.55.101 {45} [5930]
[2020.04.06 12:11:00:944] EVENT,waiting for stun to complete [mt: 39275] {45} [5930]
[2020.04.06 12:11:00:973] EVENT,udp nat from first server 176.100.192.174:14292 {43} [5930]
[2020.04.06 12:11:00:973] EVENT,check ip for voipserver.mizu-voip.com from 0 {43} [5930]
[2020.04.06 12:11:00:977] EVENT,udp nat detected public: 176.100.192.174:14292 (private: 192.168.55.101:14292) {43} [5930]
[2020.04.06 12:11:00:994] EVENT,rmixers: , supports “SourceDataLine Clip  Mixer: Podstawowy sterownik dwiêk, supports “SourceDataLine Clip , Direct Audio Device: DirectSound Playback {36} [5930]
[2020.04.06 12:11:00:999] EVENT,rmixers: , supports “SourceDataLine Clip  Mixer: G³oniki (Realtek(R) Audi, supports “SourceDataLine Clip , Direct Audio Device: DirectSound Playback {36} [5930]
[2020.04.06 12:11:01:000] EVENT,rmixers: , supports “SourceDataLine Clip  Mixer: Realtek Digital Output (Realtek(R) Audio), supports “SourceDataLine Clip , Direct Audio Device: DirectSound Playback {36} [5930]
[2020.04.06 12:11:01:000] EVENT,rmixers: , supports “SourceDataLine Clip  Mixer: S2233W (NVIDIA High Definition Audio), supports “SourceDataLine Clip , Direct Audio Device: DirectSound Playback {36} [5930]
[2020.04.06 12:11:01:001] EVENT,rmixers: , supports TargetDataLine  Mixer: Podstawowy sterownik przechwytywania dwiêk, supports TargetDataLine , Direct Audio Device: DirectSound Capture {36} [5930]
[2020.04.06 12:11:01:001] EVENT,rmixers: , supports TargetDataLine  Mixer: Mikrofon (Realtek(R) Audio), supports TargetDataLine , Direct Audio Device: DirectSound Capture {36} [5930]
[2020.04.06 12:11:01:001] EVENT,rmixers: , supports Port  Mixer: Port G³oniki (Realtek(R) Audi, supports Port , Port Mixer {36} [5930]
[2020.04.06 12:11:01:001] EVENT,rmixers: , supports Port  Mixer: Port Realtek Digital Output (Realtek, supports Port , Port Mixer {36} [5930]
[2020.04.06 12:11:01:002] EVENT,rmixers: , supports Port  Mixer: Port S2233W (NVIDIA High Definition , supports Port , Port Mixer {36} [5930]
[2020.04.06 12:11:01:002] EVENT,rmixers: , supports Port  Mixer: Port Mikrofon (Realtek(R) Audio), supports Port , Port Mixer {36} [5930]
[2020.04.06 12:11:01:002] EVENT,, supports Port  Mixer: Port Mikrofon (Realtek(R) Audio), supports Port , Port Mixer {36} [5930]
[2020.04.06 12:11:01:027] EVENT,AudioDevice
[2020.04.06 12:11:01:045] EVENT,stun completed 2 (localport: 14292) [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:048] EVENT,udp init [udp localport: 0 since: 0 ok] {45} [5930]
[2020.04.06 12:11:01:049] EVENT,udp bind to port 14292 (signaling) [udp localport: 0 since: 0 ok] {45} [5930]
[2020.04.06 12:11:01:049] EVENT,start thread TUDP 50 {50} [5930]
[2020.04.06 12:11:01:049] EVENT,set priority to service from udp111 {50} [5930]
[2020.04.06 12:11:01:050] EVENT,start thread Sender 46 {46} [5930]
[2020.04.06 12:11:01:088] EVENT,mainthread init done. privateaddress: 192.168.55.101:14292 publicaddress: 176.100.192.174:14292 [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:088] EVENT,NOTIFICATION_XRSS,START,sip {45} [5930]
[2020.04.06 12:11:01:088] EVENT, network state initialized as online [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:088] EVENT,      get parameter (from 10014) country=PL {45} [5930]
[2020.04.06 12:11:01:088] EVENT,      get parameter (from 10014) geolocationtrycount=1 {45} [5930]
[2020.04.06 12:11:01:088] EVENT,exec command 0 line: 1 params: 48795747847   elapsed 187 [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:088] EVENT,init call [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:089] EVENT, returned free line is 1 [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:089] EVENT,OnFirstCall [mt: 39275] {45} [5930]
[2020.04.06 12:11:01:096] EVENT,on sip stack started [wpmain] {34} [5930]
[2020.04.06 12:11:01:099] EVENT,NOTIFICATION_XRSS,STATUS,-1,Initialized {34} [5930]
[2020.04.06 12:11:01:099] EVENT,sip stack started event finished [wpmain] {34} [5930]
[2020.04.06 12:11:01:099] EVENT,afterstart delayed register [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,Connect initiated a [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,direct call URI parsing is not enabled c  [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT, set called ext i to 48795747847 [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,first routepath set to 46.105.182.20 46.105.182.20 5060 as user JSSIP [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,save settings wpb [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,save settings wp [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,config saved 217 [wpmain] {34} [5930]
[2020.04.06 12:11:01:100] EVENT,NOTIFICATION_XRSS,STATUS,-1,Register... {34} [5930]
[2020.04.06 12:11:01:100] EVENT,will register 100 [wpmain] {34} [5930]
